206, 10240, 250, 100, 8,132762.75,148726.51,  0.12,  0.12, 
207, 10240, 250, 100, 16,134333.25,151170.96,  0.06,  0.06, 
208, 10240, 250, 100, 32,135871.79,153488.23,  0.03,  0.03, 
209, 10240, 500, 0, 2,136273.37,154562.16,  0.50,  0.50, 
210, 10240, 500, 0, 8,138334.76,159188.63,  0.12,  0.12, 
211, 10240, 500, 0, 16,142566.87,165589.50,  0.06,  0.06, 
212, 10240, 500, 0, 32,148765.35,173091.93,  0.03,  0.03, 
213, 10240, 500, 100, 2,149126.13,174380.45,  0.50,  0.50, 
214, 10240, 500, 100, 8,149943.60,176072.71,  0.12,  0.12, 
215, 10240, 500, 100, 16,150711.48,177659.11,  0.06,  0.06, 
216, 10240, 500, 100, 32,151504.46,179236.46,  0.03,  0.03, 
217, 10240, 1000, 0, 2,151726.09,179684.95,  0.50,  0.50, 
218, 10240, 1000, 0, 8,152544.99,181565.76,  0.12,  0.12, 
219, 10240, 1000, 0, 16,154261.71,185142.55,  0.06,  0.06, 
220, 10240, 1000, 0, 32,156959.41,190416.86,  0.03,  0.03, 
221, 10240, 1000, 100, 2,157138.98,190816.15,  0.50,  0.50, 
222, 10240, 1000, 100, 8,157441.61,191419.45,  0.12,  0.12, 
223, 10240, 1000, 100, 16,157769.31,192046.14,  0.06,  0.06, 
224, 10240, 1000, 100, 32,158112.61,192760.22,  0.03,  0.03, 
225, 102400, 50, 0, 2,195201.44,238934.07,  0.50,  0.50, 
226, 102400, 50, 0, 8,266712.19,317848.37,  0.12,  0.12, 
227, 102400, 50, 0, 16,345390.85,401885.71,  0.06,  0.06, 
228, 102400, 50, 0, 32,428490.21,485998.90,  0.03,  0.03, 
229, 102400, 50, 100, 2,447763.75,510612.87,  0.50,  0.50, 
230, 102400, 50, 100, 8,467906.74,532874.96,  0.12,  0.12, 
231, 102400, 50, 100, 16,488068.30,558800.71,  0.06,  0.06, 
232, 102400, 50, 100, 32,503015.78,582407.97,  0.03,  0.03, 
233, 102400, 250, 0, 2,504372.06,585380.82,  0.50,  0.50, 
234, 102400, 250, 0, 8,512483.77,602525.29,  0.12,  0.12, 
235, 102400, 250, 0, 16,524001.82,626973.37,  0.06,  0.06, 
236, 102400, 250, 0, 32,551380.80,679606.89,  0.03,  0.03, 
237, 102400, 250, 100, 2,552276.28,681700.10,  0.50,  0.50, 
238, 102400, 250, 100, 8,553721.79,685466.26,  0.12,  0.12, 
239, 102400, 250, 100, 16,555215.80,689407.45,  0.06,  0.06, 
240, 102400, 250, 100, 32,556734.02,692808.01,  0.03,  0.03, 
241, 102400, 500, 0, 2,557135.06,693892.46,  0.50,  0.50, 
242, 102400, 500, 0, 8,558729.72,698199.88,  0.12,  0.12, 
243, 102400, 500, 0, 16,561954.47,706926.58,  0.06,  0.06, 
244, 102400, 500, 0, 32,568711.06,733068.26,  0.03,  0.03, 
245, 102400, 500, 100, 2,569053.16,734175.92,  0.50,  0.50, 
246, 102400, 500, 100, 8,569708.19,735881.10,  0.12,  0.12, 
247, 102400, 500, 100, 16,570409.84,737699.91,  0.06,  0.06, 
248, 102400, 500, 100, 32,571146.98,739522.66,  0.03,  0.03, 
249, 102400, 1000, 0, 2,571362.45,739977.32,  0.50,  0.50, 
250, 102400, 1000, 0, 8,572170.32,741900.48,  0.12,  0.12, 
251, 102400, 1000, 0, 16,573787.37,745852.19,  0.06,  0.06, 
252, 102400, 1000, 0, 32,576986.39,754011.16,  0.03,  0.03, 
253, 102400, 1000, 100, 2,577164.48,754411.13,  0.50,  0.50, 
254, 102400, 1000, 100, 8,577468.39,755135.95,  0.12,  0.12, 
255, 102400, 1000, 100, 16,577796.14,755873.38,  0.06,  0.06, 
256, 102400, 1000, 100, 32,578139.00,756623.03,  0.03,  0.03, 
